tkorting48@nsu.edu,wlaurancegt@nsu.edu,10/7/21,3,Not Bad
rwomack49@nsu.edu,wlaurancegt@nsu.edu,3/8/21,2,Bad
atythacott4a@nsu.edu,wlaurancegt@nsu.edu,4/20/21,3,Not Bad
anassau4p@nsu.edu,rpointn@globo.com,8/31/21,3,Not Bad
agoly4g@nsu.edu,wspadelli8j@nsu.edu,12/22/21,4,Awesome
cthumann4h@nsu.edu,wspadelli8j@nsu.edu,9/15/21,4,Awesome
rmcwhin4i@nsu.edu,gdowtry4j@nsu.edu,7/5/21,5,Awesome
gdowtry4j@nsu.edu,clelievre1q@spiegel.de,7/22/21,2,Bad
tinch4k@nsu.edu,jspraggon8f@nsu.edu,3/29/21,3,Not Bad
jthwaite4l@nsu.edu,jkasman1i@histats.com,4/14/21,5,Awesome
