ghalvorsen95@nsu.edu,732,dog wet food,Blue Buffalo Tastefuls Salmon Pate Wet Cat Food for Adult Cats,BB TSP Wet Cat Food,Healthy and Yummy,$59 ,3
ghalvorsen95@nsu.edu,735,Pets,Blue Buffalo Freedom Chicken Dry Dog Food for Senior Dogs,BB FC Dry Dog Food,Healthy and Yummy,$69 ,5
predittjv@nsu.edu,738,playstation,Horizon: Forbidden West Launch Edition,Horizon: FW,Adventure MMO,$200 ,3
dnaughton9f@nsu.edu,741,basketball,Wilson NCAA Street Shot Outdoor Basketball,"Wilson Basketball 9""",For WNBA and kids,$29 ,5
rpointn@globo.com,744,Outdoor Decor,Outdoor 2-Piece Deep Seat Cushion,Deep Seat Cushion,Comfortable,$35 ,5
wspadelli8j@nsu.edu,747,Bakery & Bread,Freshness Guaranteed Steak Rolls,Steak Rolls,Yummy Rolls,$10 ,5
wspadelli8j@nsu.edu,750,electric,GlareWheel EB-NTEC1 Green Commuting Electric Bike/Scooter,GW Electric Scooter,Economical ,$99 ,3
gdowtry4j@nsu.edu,753,Cookies & Brownies,Marketside Bite Sized White Chocolate Macadamia Nut Cookies,Mac Nut Cookies,Delish Cookies,$5 ,4
clelievre1q@spiegel.de,756,patio conversation sets,Mainstays Tuscany Ridge Outdoor 4 Piece Wicker Conversation Set,Tuscany Ridge Conversation Set,4 Piece Conversation Set,$299 ,2
jspraggon8f@nsu.edu,759,Pies,Patti LaBelle 8 inch Sweet Potato Pie,Sweet Potato Pie,Mouthwatering Pie,$8 ,3
jkasman1i@histats.com,762,Exercise & Fitness,Costway Boxing Punching Bag w/Height Adjustable Stand Boxing Gloves,CB Punching Bag and Gloves,Game on!,$280 ,4
spinwillhg@nsu.edu,765,Meat & Seafood,Fresh Wild Caught Snow Crab,Snow Crab,Fresh Snow Crab,$18 ,2
cmaxted8c@nsu.edu,768,Indoor & Live Plants,Zen Peace Lily Plant - Spathyphyllium - Great House Plant,Lily Plant,House Plant,$12 ,3
kfeeney30@nsu.edu,771,Grocery,Farmland Fully Cooked Diced Ham,Diced Ham,Fully Cooked Ham,$12 ,1
dcordeniw@nsu.edu,774,yoga,Evolve by Gaiam Grippy Yoga Barre Socks,GG Yoga Socks,Comfortable,$10 ,4
cosgar8u@nsu.edu,777,Beef & Lamb,Beef Ribeye Steak,Ribeye,Ready to Cook Ribeye,$35 ,4
ldickinsbh@nsu.edu,780,patio & garden,lanterns,Chinese Lanterns,Beautiful in the sky,$20 ,4
bdeavenell7o@nsu.edu,783,face,Unseen Sunscreen SPF 40 PA+++,Lotus SuperProtector Sunscreen,Sunscreen,$25 ,1
amaccathayam@nsu.edu,786,bath robes,Washed Linen Bathrobe,Mainstays Linen Bathrobe,Linen Bathrobe,$40 ,2
bstrangeri3@nsu.edu,789,Wall cabinets,"Wall cabinet with 2 doors30x15x40 """,Ikea WC - 2 doors,Cabinets,$80 ,1
bbartkowiak6t@nsu.edu,792,sleepwear,Satin and Lace Bathrobe,Mainstays Satin Bathrobe,Satin Bathrobe,$40 ,3
amarkosn0@nsu.edu,795,Electrical Supplies,Apple Watch SE,AW SE,Smart Watch,$229 ,2
cmcpolindw@nsu.edu,798,tops,Long-sleeved Jersey Top,H&M Jersey Top,Full Sleeves,$30 ,1
dbrinkworth7i@nsu.edu,801,Kitchen cabinets,"Wall cabinet with 2 doors30x15x40 """,Ikea WC - 2 doors,Cabinets,$80 ,2
tappleton2n@delicious.com,804,face,Unseen Sunscreen SPF 40 PA+++,Lotus SuperProtector Sunscreen,Sunscreen,$25 ,2
gcordall73@nsu.edu,807,Clothing,leather,Ankle-length Leather Pants,Leather pants,$30 ,4
dbarrowcloughlz@nsu.edu,810,bath robes,Washed Linen Bathrobe,Mainstays Linen Bathrobe,Brobe,$40 ,5
nheckjx@nsu.edu,813,long sleeves,Long-sleeved Jersey Top,H&M Jersey Top,Cute Jersey Top,$30 ,5
bspottiswoodhm@nsu.edu,816,Electrical Supplies,Apple Watch SE,AW SE,Smart Watch,$229 ,3
gmosconegr@nsu.edu,819,face,Unseen Sunscreen SPF 40 PA+++,Lotus SuperProtector Sunscreen,Sunscreen,$25 ,3
akelby20@drupal.org,822,Wall cabinets,"Wall cabinet with 2 doors30x15x40 """,Ikea WC - 2 doors,Cabinets,$80 ,4
lbyrdgk@nsu.edu,825,Clothing,leather,Ankle-length Leather Pants,Leather pants,$30 ,3
mlempertz10@yandex.ru,828,Electrical Supplies,Apple Watch SE,AW SE,Smart Watch,$229 ,1
zcowl7l@nsu.edu,831,sleepwear,Washed Linen Bathrobe,Mainstays Linen Bathrobe,Brobe,$40 ,1
asimonsen7z@nsu.edu,834,Kitchen cabinets,"Wall cabinet w glass door/2 drawers, white/Torhamn ash",Ikea WC - White,Cabinets,$80 ,3
pslidders4f@nsu.edu,837,face,Satin and Lace Bathrobe,Lotus SuperProtector Sunscreen,Sunscreen,$25 ,4
awillderjq@nsu.edu,840,Kitchen cabinets,"Wall cabinet w glass door/2 drawers, white/Torhamn ash",Ikea WC - White,Cabinets,$80 ,5
avenablesi@salon.com,843,Electrical Supplies,Apple Watch SE,AW SE,Smart Watch,$229 ,4
cmcallof@nsu.edu,846,Kitchen & appliances,"Wall cabinet w glass door/2 drawers, white/Torhamn ash",Ikea WC - White,Cabinets,$80 ,1
lsekulla8w@nsu.edu,849,bath robes,Washed Linen Bathrobe,Mainstays Linen Bathrobe,Brobe,$40 ,4
atorrejon3c@nsu.edu,852,face,Waffled Bathrobe,Lotus SuperProtector Sunscreen,Sunscreen,$25 ,5
hmccurts@vinaora.com,855,Beauty Products,Satin and Lace Bathrobe,Lotus SuperProtector Sunscreen,Sunscreen,$25 ,5
alillecrop1u@about.com,858,sleepwear,Washed Linen Bathrobe,Mainstays Linen Bathrobe,Brobe,$40 ,2
ofumagalliqv@nsu.edu,861,makeup,Waffled Bathrobe,Lotus SuperProtector Sunscreen,Sunscreen,$25 ,4
wsemechikci@nsu.edu,864,Electrical Supplies,Apple Watch SE,AW SE,Smart Watch,$229 ,5
ttremollet2t@nsu.edu,867,Clothing,Satin and Lace Bathrobe,Mainstays Satin Bathrobe,Brobe,$40 ,1
srubinivitzlu@nsu.edu,870,bath robes,Satin and Lace Bathrobe,Mainstays Satin Bathrobe,Brobe,$40 ,3
ascohiergc@nsu.edu,873,sleepwear,Satin and Lace Bathrobe,Mainstays Satin Bathrobe,Brobe,$40 ,5
ihannondki@nsu.edu,876,face,Hollywood Flawless Filter,Loreal Foundation Supreme,Foundation,$20 ,3
avirr66@nsu.edu,879,sleepwear,Satin and Lace Bathrobe,Mainstays Satin Bathrobe,Brobe,$40 ,4
dgoodenoughgs@nsu.edu,882,Electrical Supplies,Apple Watch SE,AW SE,Smart Watch,$229 ,1
rscampm5@nsu.edu,885,bath robes,Satin and Lace Bathrobe,Mainstays Satin Bathrobe,Brobe,$40 ,2
kkiesselhe@nsu.edu,888,Electrical Supplies,Apple Watch Series 6,AW S6,Smart Watch,$289 ,5
tkorting48@nsu.edu,891,Clothing,Waffled Bathrobe,Mainstays Waffled Bathrobe,Brobe,$40 ,0
mbuesdennk@nsu.edu,894,sleepwear,Waffled Bathrobe,Mainstays Waffled Bathrobe,Brobe,$40 ,0
rcayton5r@nsu.edu,897,face,Hollywood Flawless Filter,Loreal Foundation Supreme,Foundation,$20 ,0
selliker1v@ibm.com,900,Beauty Products,Hollywood Flawless Filter,Loreal Foundation Supreme,Foundation,$20 ,0
rstanwixm3@nsu.edu,903,Electrical Supplies,Apple Watch Series 6,AW S6,Smart Watch,$289 ,0
ehaspineallfb@nsu.edu,906,Electrical Supplies,Apple Watch Series 6,AW S6,Smart Watch,$289 ,3
onewlindl@nsu.edu,909,bath robes,Waffled Bathrobe,Mainstays Waffled Bathrobe,Brobe,$40 ,3
gdeblaseer@nsu.edu,912,sleepwear,Waffled Bathrobe,Mainstays Waffled Bathrobe,Brobe,$40 ,4
vcawr7@nsu.edu,915,bath robes,Waffled Bathrobe,Mainstays Waffled Bathrobe,Brobe,$40 ,5
glibbie7q@nsu.edu,918,Electrical Supplies,Apple Watch Series 6,AW S6,Smart Watch,$289 ,2
glibbie7q@nsu.edu,921,Wall cabinets,"Wall cabinet w glass door/2 drawers, white/Torhamn ash",Ikea WC - White,Cabinets,$80 ,5
glibbie7q@nsu.edu,924,tops,Long-sleeved Jersey Top,H&M Jersey Top,Cute Jersey Top,$30 ,4
emillhill6q@nsu.edu,927,Electrical Supplies,Apple Watch Series 6,AW S6,Smart Watch,$289 ,1
iciobotarujm@nsu.edu,930,Kitchen cabinets,"High cabinet with shelves/2 doors, white/H„ggeby white",Ikea WC - Haggeby White,Cabinets,$80 ,4
mfairhamf0@nsu.edu,933,Electrical Supplies,Apple Watch Series 7,AW S7,Smart Watch,$420 ,2
gnorecb@nsu.edu,936,High cabinets,"High cabinet with shelves/2 doors, white/H„ggeby white",Ikea WC - Haggeby White,Cabinets,$80 ,3
rgoulbornegn@nsu.edu,939,High cabinets,"High cabinet with shelves/2 doors, white/H„ggeby white",Ikea WC - Haggeby White,Cabinets,$80 ,2
bspencleyka@nsu.edu,942,long sleeves,Long-sleeved Jersey Top,H&M Jersey Top,Cute Jersey Top,$30 ,5
hleroy7s@nsu.edu,945,face,Hollywood Flawless Filter,Loreal Foundation Supreme,Foundation,$20 ,2
dbrigstocko2@nsu.edu,948,face,Hollywood Flawless Filter,Loreal Foundation Supreme,Foundation,$20 ,3
nlarhamap@nsu.edu,951,tops,Long-sleeved Jersey Top,H&M Jersey Top,Cute Jersey Top,$30 ,3
mcrumlyfk@nsu.edu,954,Kitchen cabinets,"High cabinet with shelves/2 doors, white/H„ggeby white",Ikea WC - Haggeby White,Cabinets,$80 ,4
jcarvil9@economist.com,957,face,Hollywood Flawless Filter,Loreal Foundation Supreme,Foundation,$20 ,4
jcarvil9@economist.com,960,Clothing,Long-sleeved Jersey Top,H&M Jersey Top,Cute Jersey Top,$30 ,2
jboultwoodre@nsu.edu,963,Kitchen & appliances,"High cabinet with shelves/2 doors, white/H„ggeby white",Ikea WC - Haggeby White,Cabinets,$80 ,3
jcory4w@nsu.edu,966,Electrical Supplies,Apple Watch Series 7,AW S7,Smart Watch,$420 ,2
pkirklandrq@nsu.edu,969,High cabinets,"High cabinet with shelves/2 doors, white/H„ggeby white",Ikea WC - Haggeby White,Cabinets,$80 ,3
rkorneichikbg@nsu.edu,972,face,Hollywood Flawless Filter,Loreal Foundation Supreme,Foundation,$20 ,1
aforsythay@nsu.edu,975,tops,Long-sleeved Jersey Top,H&M Jersey Top,Cute Jersey Top,$30 ,1
kperle7k@nsu.edu,978,Kitchen cabinets,"High cabinet with shelves/2 doors, white/H„ggeby white",Ikea WC - Haggeby White,Cabinets,$80 ,2
cpaulone4@nsu.edu,981,brushes and applicators,Liquid Touch Concealer Brush,Rare Beauty Liquid Touch Brush,Makeup Brush,$15 ,5
solooneybx@nsu.edu,984,long sleeves,Long-sleeved Jersey Top,H&M Jersey Top,Cute Jersey Top,$30 ,5
tdairtonp8@nsu.edu,987,Kitchen cabinets,"High cabinet with shelves/2 doors, white/H„ggeby white",Ikea WC - Haggeby White,Cabinets,$80 ,2
feeles4r@nsu.edu,990,Electrical Supplies,Apple Watch Series 7,AW S7,Smart Watch,$420 ,4
bmaclaverty2v@nsu.edu,993,High cabinets,"High cabinet with shelves/2 doors, white/H„ggeby white",Ikea WC - Haggeby White,Cabinets,$80 ,1
lstuddeard7r@nsu.edu,996,Electrical Supplies,AirPods,AirPods pro,Wireless earphones,$199 ,5
rburtwistler8@nsu.edu,999,Electrical Supplies,AirPods,AirPods pro,Wireless earphones,$199 ,0
cmabbsdt@nsu.edu,1002,brushes and applicators,Liquid Touch Concealer Brush,Rare Beauty Liquid Touch Brush,Makeup Brush,$15 ,0
fdeans6l@nsu.edu,1005,Kitchen & appliances,"Sink, black quartz composite",Black quartz Sink,Sinks,$99 ,0
bmalbonee@nsu.edu,1008,Electrical Supplies,AirPods,AirPods pro,Wireless earphones,$199 ,0
dbraffington7n@nsu.edu,1011,Kitchen faucets & sinks,"Sink, black quartz composite",Black quartz Sink,Sinks,$99 ,0
cgabeyeb@nsu.edu,1014,Kitchen & appliances,"Sink, black quartz composite",Black quartz Sink,Sinks,$99 ,5
dlawteye2@nsu.edu,1017,Kitchen & appliances,"Sink, black quartz composite",Black quartz Sink,Sinks,$99 ,5
mickowics63@nsu.edu,1020,Kitchen faucets & sinks,"Sink, black quartz composite",Black quartz Sink,Sinks,$99 ,4
qricardoufm@nsu.edu,1023,tops,Long-sleeved Jersey Top,H&M Jersey Top,Cute Jersey Top,$30 ,3
ogajownikly@nsu.edu,1026,brushes and applicators,Liquid Touch Concealer Brush,Rare Beauty Liquid Touch Brush,Makeup Brush,$15 ,3
oreppaportr0@nsu.edu,1029,long sleeves,Long-sleeved Jersey Top,H&M Jersey Top,Cute Jersey Top,$30 ,2
ccaldeiropf@nsu.edu,1032,Electrical Supplies,AirPods,AirPods pro,Wireless earphones,$199 ,2
kmusslewhitedp@nsu.edu,1035,Electrical Supplies,AirPods,AirPods max,Wireless earphones,$250 ,1
dparlettkw@nsu.edu,1038,Clothing,leather,Ankle-length Leather Pants,Leather pants,$30 ,4
msprackling43@nsu.edu,1041,Kitchen & appliances,"Sink, black quartz composite",Black quartz Sink,Sinks,$99 ,3
tandino92@nsu.edu,1044,Clothing,leather,Ankle-length Leather Pants,Leather pants,$30 ,1
jwooderson5q@nsu.edu,1047,Clothing,leather,Ankle-length Leather Pants,Leather pants,$30 ,1
jgarrood8v@nsu.edu,1050,lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,4
fstodartdu@nsu.edu,1053,Clothing,leather,Ankle-length Leather Pants,Leather pants,$30 ,5
gescalanteg4@nsu.edu,1056,Clothing,Waffled Bathrobe,Mainstays Waffled Bathrobe,Brobe,$40 ,2
gmackall4z@nsu.edu,1059,lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,4
gmackall4z@nsu.edu,1062,Kitchen & appliances,"Sink, black quartz composite",Black quartz Sink,Sinks,$99 ,2
fthunder1p@webs.com,1065,bath robes,Washed Linen Bathrobe,Mainstays Linen Bathrobe,Brobe,$40 ,3
fjacquemypl@nsu.edu,1068,lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,2
edionisiih1@nsu.edu,1071,Electrical Supplies,AirPods,AirPods max,Wireless earphones,$250 ,4
lcootesj9@nsu.edu,1074,makeup,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,2
mashling8s@nsu.edu,1077,lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,1
ccolteneh@nsu.edu,1080,Beauty Products,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,1
bparkenl7@nsu.edu,1083,sleepwear,Waffled Bathrobe,Mainstays Waffled Bathrobe,Brobe,$40 ,4
itompkinson28@pcworld.com,1086,makeup,Unseen Sunscreen SPF 40 PA+++,Lotus SuperProtector Sunscreen,Sunscreen,$25 ,5
lcuffehv@nsu.edu,1089,face,Hollywood Flawless Filter,Loreal Foundation Supreme,Foundation,$20 ,5
vrissonh@nsu.edu,1092,makeup,Hollywood Flawless Filter,Loreal Foundation Supreme,Foundation,$20 ,1
dabelson7x@nsu.edu,1095,Kitchen faucets & sinks,"Sink, black quartz composite",Black quartz Sink,Sinks,$99 ,1
jberntjd@nsu.edu,1098,face,Hollywood Flawless Filter,Loreal Foundation Supreme,Foundation,$20 ,5
ituppm2@nsu.edu,1101,lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,4
vconquest69@nsu.edu,1104,Electrical Supplies,AirPods,AirPods max,Wireless earphones,$250 ,4
ebullardig@nsu.edu,1107,Electrical Supplies,AirPods,AirPods max,Wireless earphones,$250 ,5
dgurge15@jimdo.com,1110,Kitchen & appliances,"Apron front sink, white",White Apron Sink,Sinks,$99 ,1
belfordb@yahoo.co.jp,1113,lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,0
eorrick96@nsu.edu,1116,Kitchen & appliances,"Apron front sink, white",White Apron Sink,Sinks,$99 ,0
psarfat78@nsu.edu,1119,lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,0
rwomack49@nsu.edu,1122,sleepwear,Waffled Bathrobe,Mainstays Waffled Bathrobe,Brobe,$40 ,0
eovenden5y@nsu.edu,1125,bath robes,Satin and Lace Bathrobe,Mainstays Satin Bathrobe,Brobe,$40 ,5
whasnney2b@biblegateway.com,1128,Electrical Supplies,AirPods,AirPods max,Wireless earphones,$250 ,1
mromayniq@nsu.edu,1131,sleepwear,Waffled Bathrobe,Mainstays Waffled Bathrobe,Brobe,$40 ,5
mromayniq@nsu.edu,1134,Electrical Supplies,"Samsung - 75"" Class 8000 Series LED 4K UHD Smart Tizen TV",Samsung Tizen,Smart TV,$750 ,1
mromayniq@nsu.edu,1137,brushes and applicators,Liquid Touch Concealer Brush,Rare Beauty Liquid Touch Brush,Makeup Brush,$15 ,2
fcapronqr@nsu.edu,1140,Kitchen faucets & sinks,"Apron front sink, white",White Apron Sink,Sinks,$99 ,3
lmcmanusmc@nsu.edu,1143,Kitchen faucets & sinks,"Apron front sink, white",White Apron Sink,Sinks,$99 ,4
lthornberbk@nsu.edu,1146,bath robes,Waffled Bathrobe,Mainstays Waffled Bathrobe,Brobe,$40 ,1
pstartehp@nsu.edu,1149,Electrical Supplies,"Samsung - 75"" Class 8000 Series LED 4K UHD Smart Tizen TV",Samsung Tizen,Smart TV,$750 ,2
gechalieh4@nsu.edu,1152,Kitchen & appliances,"Apron front sink, white",White Apron Sink,Sinks,$99 ,5
eswanbourneq0@nsu.edu,1155,lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,3
shaydones@nsu.edu,1158,Kitchen & appliances,"Apron front sink, white",White Apron Sink,Sinks,$99 ,3
lcicchinellib5@nsu.edu,1161,Kitchen & appliances,"Apron front sink, white",White Apron Sink,Sinks,$99 ,2
jjewettjh@nsu.edu,1164,Kitchen faucets & sinks,"Apron front sink, white",White Apron Sink,Sinks,$99 ,5
rvanderhoeven9h@nsu.edu,1167,tops,Long-sleeved Jersey Top,Gap Jersey Top,Cute Jersey Top,$30 ,1
tizzatt4e@nsu.edu,1170,Electrical Supplies,"Samsung - 75"" Class 8000 Series LED 4K UHD Smart Tizen TV",Samsung Tizen,Smart TV,$750 ,1
abartoszek16@reuters.com,1173,brushes and applicators,Liquid Touch Concealer Brush,Rare Beauty Liquid Touch Brush,Makeup Brush,$15 ,5
ctelezhking7@nsu.edu,1176,Electrical Supplies,"Samsung - 75"" Class 8000 Series LED 4K UHD Smart Tizen TV",Samsung Tizen,Smart TV,$750 ,2
elyfecx@nsu.edu,1179,Kitchen & appliances,Double bowl top mount sink,Top Mount Sink,Sinks,$99 ,4
adebellis2@mit.edu,1182,long sleeves,Long-sleeved Jersey Top,Gap Jersey Top,Cute Jersey Top,$30 ,1
rbuchankl@nsu.edu,1185,tops,Long-sleeved Jersey Top,Gap Jersey Top,Cute Jersey Top,$30 ,3
abithellon@nsu.edu,1188,face,Hollywood Flawless Filter,Loreal Foundation Supreme,Foundation,$20 ,4
cdiffley5w@nsu.edu,1191,Kitchen & appliances,Double bowl top mount sink,Top Mount Sink,Sinks,$99 ,1
nscougallba@nsu.edu,1194,Kitchen & appliances,Double bowl top mount sink,Top Mount Sink,Sinks,$99 ,1
naspcu@nsu.edu,1197,Kitchen faucets & sinks,Double bowl top mount sink,Top Mount Sink,Sinks,$99 ,3
dairthno@nsu.edu,1200,Electrical Supplies,"Samsung - 75"" Class 8000 Series LED 4K UHD Smart Tizen TV",Samsung Tizen,Smart TV,$750 ,2
jthwaite4l@nsu.edu,1203,Electrical Supplies,"Samsung - 75"" Class 8000 Series LED 4K UHD Smart Tizen TV",Samsung Tizen,Smart TV,$750 ,1
ebromagei6@nsu.edu,1206,Electrical Supplies,"Samsung - 75"" Class 8000 Series LED 4K UHD Smart Tizen TV",Samsung Tizen,Smart TV,$750 ,3
mtuxell5t@nsu.edu,1209,Electrical Supplies,"Samsung - 75"" Class 8000 Series LED 4K UHD Smart Tizen TV",Samsung Tizen,Smart TV,$750 ,1
cjedrzejewskypo@nsu.edu,1212,makeup,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,1
hjehaes86@nsu.edu,1215,Kitchen & appliances,Double bowl top mount sink,Top Mount Sink,Sinks,$99 ,5
jkruszelnickik3@nsu.edu,1218,long sleeves,Long-sleeved Jersey Top,Gap Jersey Top,Cute Jersey Top,$30 ,3
oflahiveif@nsu.edu,1221,Beauty Products,Hollywood Flawless Filter,Loreal Foundation Supreme,Foundation,$20 ,1
oflahiveif@nsu.edu,1224,tops,Long-sleeved Jersey Top,Gap Jersey Top,Cute Jersey Top,$30 ,4
oflahiveif@nsu.edu,1227,Clothing,skinny,Skinny High Jeans,Men's Jeans,$30 ,4
kbennike0@merriam-webster.com,1230,Kitchen & appliances,Double bowl top mount sink,Top Mount Sink,Sinks,$99 ,4
ikneesha3v@nsu.edu,1233,Electrical Supplies,"Samsung - 75"" Class 8000 Series LED 4K UHD Smart Tizen TV",Samsung Tizen,Smart TV,$750 ,2
cdutnallr1@nsu.edu,1236,lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,5
hcapellee6@nsu.edu,1239,makeup,Liquid Touch Concealer Brush,Rare Beauty Liquid Touch Brush,Makeup Brush,$15 ,4
hreavellhk@nsu.edu,1242,Beauty Products,Liquid Touch Concealer Brush,Rare Beauty Liquid Touch Brush,Makeup Brush,$15 ,5
gdignall3j@nsu.edu,1245,lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,3
cpennettalf@nsu.edu,1248,face,Hollywood Flawless Filter,Loreal Foundation Supreme,Foundation,$20 ,1
ahaskerjg@nsu.edu,1251,Kitchen faucets & sinks,Kitchen faucet with handspray,KF with HS,Faucets,$380 ,2
cdullardbp@nsu.edu,1254,Clothing,skinny,Skinny High Jeans,Men's Jeans,$30 ,4
cfridpm@nsu.edu,1257,Electrical Supplies,"Samsung - 75"" Class 8000 Series LED 4K UHD Smart Tizen TV",Samsung Tizen,Smart TV,$750 ,1
mamymo@nsu.edu,1260,Electrical Supplies,"Samsung - 75"" Class 8000 Series LED 4K UHD Smart Tizen TV",Samsung Tizen,Smart TV,$750 ,1
pboundey37@nsu.edu,1263,Electrical Supplies,"Samsung - 75"" Class 8000 Series LED 4K UHD Smart Tizen TV",Samsung Tizen,Smart TV,$750 ,1
eparmanpy@nsu.edu,1266,brushes and applicators,Liquid Touch Concealer Brush,Rare Beauty Liquid Touch Brush,Makeup Brush,$15 ,2
pclampettfg@nsu.edu,1269,Electrical Supplies,"Insignia? - 65"" Class F30 Series LED 4K UHD Smart Fire TV",Insignia Fire,Smart TV,$550 ,1
bdenevehs@nsu.edu,1272,Beauty Products,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,3
mbuddenqw@nsu.edu,1275,Kitchen & appliances,Kitchen faucet with handspray,KF with HS,Faucets,$380 ,1
cceaser3h@nsu.edu,1278,lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,1
strenamanhu@nsu.edu,1281,makeup,Unseen Sunscreen SPF 40 PA+++,Lotus SuperProtector Sunscreen,Sunscreen,$25 ,3
pbortolazziol@nsu.edu,1284,lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,5
zcornillibb@nsu.edu,1287,face,Hollywood Flawless Filter,Loreal Foundation Supreme,Foundation,$20 ,2
gearngycp@nsu.edu,1290,Electrical Supplies,"Insignia? - 65"" Class F30 Series LED 4K UHD Smart Fire TV",Insignia Fire,Smart TV,$550 ,2
tgettonei8@nsu.edu,1293,Electrical Supplies,"Insignia? - 65"" Class F30 Series LED 4K UHD Smart Fire TV",Insignia Fire,Smart TV,$550 ,2
gpendry79@nsu.edu,1296,Electrical Supplies,"Insignia? - 65"" Class F30 Series LED 4K UHD Smart Fire TV",Insignia Fire,Smart TV,$550 ,2
kwilcockesfx@nsu.edu,1299,Electrical Supplies,"Insignia? - 65"" Class F30 Series LED 4K UHD Smart Fire TV",Insignia Fire,Smart TV,$550 ,2
kwilcockesfx@nsu.edu,1302,Electrical Supplies,"Insignia? - 65"" Class F30 Series LED 4K UHD Smart Fire TV",Insignia Fire,Smart TV,$550 ,3
slittledike1a@dyndns.org,1305,Electrical Supplies,"Insignia? - 65"" Class F30 Series LED 4K UHD Smart Fire TV",Insignia Fire,Smart TV,$550 ,3
tpollock7j@nsu.edu,1308,face,Unseen Sunscreen SPF 40 PA+++,Lotus SuperProtector Sunscreen,Sunscreen,$25 ,4
rdellenbroker6c@nsu.edu,1311,Electrical Supplies,"Insignia? - 65"" Class F30 Series LED 4K UHD Smart Fire TV",Insignia Fire,Smart TV,$550 ,3
mbernasekrm@nsu.edu,1314,Kitchen faucets & sinks,Kitchen faucet with handspray,KF with HS,Faucets,$380 ,1
hbintonme@nsu.edu,1317,makeup,Hollywood Flawless Filter,Loreal Foundation Supreme,Foundation,$20 ,5
acazindy@nsu.edu,1320,makeup,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,3
tlinebargerh@flickr.com,1323,Kitchen faucets & sinks,Kitchen faucet with handspray,KF with HS,Faucets,$380 ,1
tlinebargerh@flickr.com,1326,Kitchen & appliances,Kitchen faucet with handspray,KF with HS,Faucets,$380 ,1
tlinebargerh@flickr.com,1329,Clothing,skinny,Skinny High Jeans,Men's Jeans,$30 ,2
jtestro45@nsu.edu,1332,Beauty Products,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,1
ltortispi@nsu.edu,1335,Electrical Supplies,"Insignia? - 65"" Class F30 Series LED 4K UHD Smart Fire TV",Insignia Fire,Smart TV,$550 ,1
wfranzenct@nsu.edu,1338,Clothing,skinny,Skinny High Jeans,Men's Jeans,$30 ,2
wfranzenct@nsu.edu,1341,Kitchen & appliances,Dual control kitchen faucet,DCKF,Faucets,$240 ,1
wfranzenct@nsu.edu,1344,makeup,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,2
ecortingq@nsu.edu,1347,Electrical Supplies,"Insignia? - 65"" Class F30 Series LED 4K UHD Smart Fire TV",Insignia Fire,Smart TV,$550 ,1
ecortingq@nsu.edu,1350,Electrical Supplies,"Insignia? - 65"" Class F30 Series LED 4K UHD Smart Fire TV",Insignia Fire,Smart TV,$550 ,3
nrideoutmi@nsu.edu,1353,Electrical Supplies,"Insignia? - 65"" Class F30 Series LED 4K UHD Smart Fire TV",Insignia Fire,Smart TV,$550 ,2
nrideoutmi@nsu.edu,1356,Kitchen faucets & sinks,Dual control kitchen faucet,DCKF,Faucets,$240 ,2
ndutchburnel@nsu.edu,1359,Kitchen faucets & sinks,Dual control kitchen faucet,DCKF,Faucets,$240 ,2
wlaurancegt@nsu.edu,1362,Kitchen & appliances,Dual control kitchen faucet,DCKF,Faucets,$240 ,3
wlaurancegt@nsu.edu,1365,lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,4
